name_tejary,mavared_masraf,avarez_janebi,amozesh,tavajohat
Octostim,دیابت مزه مشکل مغز شب ادرار,سردرد تهوع درد شکم اشکال ادرار افزایش وزن,محلول یخچال دما 4 درجه نگهداری ,عملکرد کلیوی کنترل وزن بیمار کنترل 
Stilbestrol,درمان سرطان های پیشرفته پروستات پستان جلوگیری حاملگی نزدیک,تهوع استفراغ تشنج اختلالات جنین حاملگی استفاده ,بیمار معاینات دوره ای پستان دستگاه تناسلی پزشک مراجعه صورت تنگ نفس سفت پا احساس درد قفسه سینه پزشک رجوع ,معاینه دوره ای مصرف دارو ضروری صورت اسهال استفراغ شدید مسمومیت دارویی بود#باش مسمومیت دارویی شستشو معده مفید 
Syntocinon,جهت تحریک انقباضات رحم پیشگیر خونریزی زایمان تحریک ترشح شیر,"تهوع استفراغ افزایش سرعت ضرب قلب, حساسیت شدید عوارض قلب جنین توانست#توان مرگ دنبال بیاورد ", حالت عادی پزشک اطلاع داد#ده , تزریق سرعت انقباضات رحم کنترل میزان مصرف مایعات سرید#سر ادرار اندازه گرفت#گیر مسمومیت آب تشنج جزء عوارض 
Danocrine,بیمار اندومتریوز رحم زن بیمار فیبروکیستیک پستان,چاقید#چاق افزایش وزن پرمو صورت پستان چرب پوست گرگرفتگی خشکی سوزش خلق آکنه کاهش پلاکت خون افسردگی درد عضلانی, بیمار مبتلا صرع تشنج میگرن نارسایی قلب احتیاط مصرف قاعدگی 2 3 ماه طبیعی ,بیمار عوارض جانبی بایست قبلا مطلع شد#شو 
Factrel,درمان عقیم کاشت#کار هیپوفیز قاعدگی آمنوره تشخیص کاشت#کار غدد جنس,حاملگی های قلو تهوع استفراغ دل درد تغییرات پوست تپش قلب حساسیت شدید دارویی,احتمال حاملگی قلویی محل تزریق آمپول مرتبا تعویض دوره درمان , دارو آ « دروژن استروژن پروژستین ضد داشت#دار خوراک دیگوسین همزمان مصرف 
Epogen, خون نارسایی مزمن کلیه خون بیمار های HIV درمان زیدوودین قرار گرفت#گیر بیمار تومور های بدخیم,خشکی ضعف عموم اسهال تهوع استفراغ عارضه پوست فشار خون تشنج علائم شبیه آنفولانزا, صورت علائم تنگ نفس سردرد فشار خون پزشک اطلاع داد#ده ,مراقب بود#باش میزان هماتوکریت بیمار 36 بالا رفت#رو احتمال تشنج بیمار متذکر شد#شو 
Dantrium," بیهوشی هیپرترمی بدخیم, اسپاسیتی مزمن","سرگیجه ضعف خستگی تشنج زرد عوارض قلبی, ضایعات پوست", دارویی مصرف دارو غذا حاصل بلع غذا خوردن اشکال ایجاد ,بیمار نور حفاظت تست های کبد کلیوی 
Dilantin,تشنج نظم های رییم قلب آریتمی تشنج حاملگی سکسکه مقاوم,تزریق عضلانی درد آسیب محل تزریق توصیه نم مهار توانایی مغز کاهش فشار خون سردرد کاهش اشتها,شربت مصرف تکان داد#ده دارو خواب آلودگی , تجویز پزشک مصرف دارو های ضد تشنج دستور پزشک انجام 
Kwell,درمان گال شپش,عوارض پوست سرگیجه تشنج درد عضلانی عصبانیت قرار استفراغ عوارض عصبی, مو استفاده شامپوخشک شپش بدن گذاشت#گذار شامپو 12 ساعت بدن ماند#مان مالیدن دارو پوست ملتحب آسیب دیده ممنوع , دارو احتمالا طریق پوست سر بدن جذب درمان زوج ها زن مرد همزمان درمان 
Theracys,درمان سرطان تومور مثانه پیشگیر تومور اولیه عود مجاری اداری,سر گیجه سوزش ادرار خون ادرار خون علائم شبه آنفولانزا علائم چشم کبد,بیمار عوارض احمالی دارو آشنا ," بیمار تست PPD انجام ضعیت ادرار بیمار کنترل مراقب بود#باش بیمار تب عفونت ادرار داشت#دار پرستار مربوطه دارو کمال احتیاط آماده تزریق دستکش ,گان ماسک ضروری "
Tice BCG, واکسیناسیون بیمار سل تماس داشت#دار ,تورم غده های لنفاوی حساسیت آلرژی عفونت استخوان,محل تزریق 24 ساعت خشک نگهدارید تست پوست توبر کولین ppd 2 3 ماه واکسن انجام داد#ده, واکسین صورت ورید جلد داخل پوست تزریق کرد#کن حتما دارو احیا ضد حساسیت اپی نفرین دسترس 6 8 هفته واکسن زدن های ب ث ژ فاصله گذاشت#گذار 
Becotal,درمان پیشگیر کمبود ویتامین های گروه B,ضایعات جلد خارش, همراه دارو مواد غذا حاوی ویتامین های گروه B مصرف ,دارو زمان تزریق فاقد رسوب 
Folvite,کمبود اسید فولیک درمان خون,ضایعات تنفس پوست نادر ,دارو خودسرانه استفاده کرد#کن صورت احتمال حساسیت پزشک اطلاع داد#ده , دارو آ « مگالوبلاستیک همراه ویتامین ب 12 دارو زن حامله سالمند مفید 
Hytakerol,درمان کمبد کلسیم خون هیپوفسفاتمی فامیلیال هیپوکلسیمی کاشت#کار پاراتیروئید استئودیستروفی کلیوی اورمی مزمن نارسایی کلیه بیمار ریکتز کمبود ویتامین D ,سردرد یبوست تهوع استفراغ خشکی دهان استهایی احساس تشنگی رسوب کلسیم قلب کلیه,بیمار میزان مصرف دارو خودسرانه افزایش ,تغییرات آزمایش کبد ایجاد مصرف بالا دارو مسمومیت احساس خشکی شدید دهان علائم اولیه مسمومیت دارویی 
Beneflur,سرطان های CLL لنفوم هوچکینی لوسمی Hairycell هوچکین," خون خونریزی, نارسایی کلیه درد قفسه سینه ضایعات پوست", صورت استفراغ شدید بعه پزشک اطلاع داد#ده بیمار واکسن ویروس زنده دریافت بیمار تماس ,تست های کلیوی انجام 
Eskalith,"کنترل پیشگیر حملات مانیا افسردگی بیمار دوقطبی اختلالات وسواس اشتهایی عصبی, اختلالات روان زایمان","تهوع سردرد, اسهال سر گیجه خارش عوارض کلیوی خواب آلودگی تشنج فشار خون پایین, درد مچ دست آرنج ضعف عموم", دارو غذا میل رانندگی انجام کار ظریف دقیق اجتناب صورت عوارض شدید اسهال تهوع خواب آلودگی شدید پزشک اطلاع داد#ده , صورت سطح سرمی دارو 2 3 ماه اندازه نوار قلب بیمار حین درمان کنترل 
Benzac,ضد جوش آکنه سر صورت درمان ضخم های بستر زخم های ناحیه واریس پا,ضایعات پوست خشکی پوست جمله عوارض دارو ,بیمار صابون معمولی موضع شد#شو دارو استفاده ,تجویز دارو همزمان الکل موضع مفید 
Polytar,درمان پسوریازیس دفع خارش پوست اگزما التهاب پوست,ضایعات جلد احساس گزش خفیف حساسیت نور جوش, استفاده شامپو مو سر آّب ولرم مرطوب پوست محل استفاده زخم تاول تماس چشم خوددار , رنگ مو بیمار موقت دارو کودک کمتر 5 سال تجوی شد#شو دارو کمک اشعه ماوراء بنفش درمان پسوریازیس کاربرد 
Intal,پیشگیر علائم آسم علائم آلرژی تنگ مجاری هوا,تهوع استفراغ سرفه سردرد دردشکمی کهیر مزه بد دهان, اصلاح مزه بد دهان آب غرغره سالبوتامول 5 دقیقه کرومولین سدیم استفاده , دارو حملات حاد آسم مفید ارزیاب عملکرد ریوی توسط پزشک معالج بایست انجام ارزیاب آزمایش های خون ائوزینوفیل ضروری 
Plaquenil, دمان پیشگیر انواع مالاریا رماتیسم مفصل لوپوس اریتماتو,ضایعات چشم مشکلات گوارش اهمیت خوردار , صورت اختلال قدرت بینایی چشم شنوایی ضعف عضلانی پزشک اطلاع داد#ده بیمار نوشید#نوش الکل خوددار دارو همراه غذا ,معاینات دوره ای چشم پزشک اهمیت ضروری برخوردار آژمایشها تست های کبد کلیوی 
